"Class","Sub Class","Order","Sub Order","Occupations","Gender","Age Group","Count"
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Factory-worker (undefined)","Male","45 and under 65 Years",5
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Engineer, engine-driver, stoker (undefined), apprentice","Male","45 and under 65 Years",204
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Labourer (undefined)","Male","45 and under 65 Years",3893
"Industrial",NA,"Industrial Workers imperfectly defined.","Imperfectly defined","Others","Male","45 and under 65 Years",35
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farmer","Male","45 and under 65 Years",10724
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Relative assisting","Male","45 and under 65 Years",168
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farm bailiff, overseer","Male","45 and under 65 Years",69
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Farm-servant, agricultural labourer","Male","45 and under 65 Years",2005
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Market-gardener, relative assisting","Male","45 and under 65 Years",243
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Fruit-grower, relative assisting","Male","45 and under 65 Years",72
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Hop grower, picker, labourer","Male","45 and under 65 Years",4
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Wine-grower, vigneron","Male","45 and under 65 Years",4
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Gardener, horticulturist, relative assisting","Male","45 and under 65 Years",923
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Agricultural-implement owner, worker, assistant","Male","45 and under 65 Years",97
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Agricultural Pursuits","Others","Male","45 and under 65 Years",126
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Runholder, grazier, sheep or cattle farmer","Male","45 and under 65 Years",525
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Relative assisting","Male","45 and under 65 Years",6
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Station overseer, manager","Male","45 and under 65 Years",126
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Stock rider, drover, shepherd, shearer, &c., cowboy, cadet","Male","45 and under 65 Years",1178
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Dairy-farmer, cowboy, relative assisting","Male","45 and under 65 Years",144
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Milker, dairymaid, and others connected with dairy","Male","45 and under 65 Years",12
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Pastoral Pursuits","Others","Male","45 and under 65 Years",11
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Fisherman, fisherwoman","Male","45 and under 65 Years",177
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Oyster, crayfish, shrimp, shellfish capturer, collector","Male","45 and under 65 Years",1
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Engaged in whale, seal, porpoise fishery pursuits (all branches)","Male","45 and under 65 Years",3
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Rabbit-catcher, trapper, bee-keeper, and assistant","Male","45 and under 65 Years",190
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Fisheries; the Capture, Preservation, or Destruction of Wild Animals, or the Acquisition of Products yielded by Wild Animals","Others","Male","45 and under 65 Years",2
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Director, overseer, bailiff, and others engaged in forestry","Male","45 and under 65 Years",7
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Bushman, grubber","Male","45 and under 65 Years",362
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Forestry, or the Acquisition of Raw Products yielded by Natural Vegetation","Others","Male","45 and under 65 Years",255
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Engaged in the Conservancy of Water in all its Forms, and in Water-supply from Natural Sources","Waterworks officer, workman, water-race manager, clerk, caretaker","Male","45 and under 65 Years",29
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Engaged in the Conservancy of Water in all its Forms, and in Water-supply from Natural Sources","Others","Male","45 and under 65 Years",15
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in gold-mining (lode)","Male","45 and under 65 Years",896
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in gold-mining (alluvial)","Male","45 and under 65 Years",4364
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in silver silver-lead, mining","Male","45 and under 65 Years",4
"Agricultural, Pastoral, Mineral, and other Primary Producers.",NA,"Persons directly engaged in the Cultivation of Land, or in rearing or breeding Animals, or in obtaining Raw Products from Natural Sources.","Mines, Quarries, or the Acquisition of Natural Products","Mine proprietor, overseer, miner, clerk, and others engaged in coalmining","Male","45 and under 65 Years",351
